post_id,title,event_num,match_text,snippet,type
37965,>>> One YEAR Later,4,DODGEBALL 4,"...erans and not one new player. - Lenny Herrera would defeat Joe Kelly at DODGEBALL 42 to become new captain's champion. ""LIFE IN THE TWENTIES"" Events: DODGEBALL 43 to DODGEBALL 49 Dates: 6.11.06 - 7.22.06 Coming off an incredible and certainly choatic time period came more of the milder events. Starting with Oc...",missing_event
37965,>>> One YEAR Later,4,DODGEBALL 4,"...e new player. - Lenny Herrera would defeat Joe Kelly at DODGEBALL 42 to become new captain's champion. ""LIFE IN THE TWENTIES"" Events: DODGEBALL 43 to DODGEBALL 49 Dates: 6.11.06 - 7.22.06 Coming off an incredible and certainly choatic time period came more of the milder events. Starting with Ocean Road Park ev...",missing_event
37965,>>> One YEAR Later,4,DODGEBALL 4,"...tes: 6.11.06 - 7.22.06 Coming off an incredible and certainly choatic time period came more of the milder events. Starting with Ocean Road Park event DODGEBALL 43, all turnouts would remain lower than 30. The Captain's Championship remained intact, perhaps serving as the highlight of the era itself. With many ...",missing_event
37965,>>> One YEAR Later,4,DODGEBALL 4,"...the leaders themselves. Further ""Wet Wars"" and more broken fingers allowed for these mid-summer gatherings something to remember. Notes: - Except for DODGEBALL 43, all events were played on the WHS back courts. - Except for DODGEBALL XLIV, every poster was designed by Dan Spengeman. This was mainly due to his ...",missing_event
37965,>>> One YEAR Later,4,DODGEBALL 4,"... on the WHS back courts. - Except for DODGEBALL XLIV, every poster was designed by Dan Spengeman. This was mainly due to his serious finger injury at DODGEBALL 43. - Mike ""Sputz"" would become the third player to break his finger. This happened at DODGEBALL 49. - Every attendance fell below 30, including a new ...",missing_event
37965,>>> One YEAR Later,4,DODGEBALL 4,"... This was mainly due to his serious finger injury at DODGEBALL 43. - Mike ""Sputz"" would become the third player to break his finger. This happened at DODGEBALL 49. - Every attendance fell below 30, including a new low of 10 at DODGEBALL 45. - Kevin Adams would emerge as the next great captain's champion coming...",missing_event
37965,>>> One YEAR Later,4,DODGEBALL 4,"...utz"" would become the third player to break his finger. This happened at DODGEBALL 49. - Every attendance fell below 30, including a new low of 10 at DODGEBALL 45. - Kevin Adams would emerge as the next great captain's champion coming off his victory at DODGEBALL 48 against Sara DeCuir. ""THE DOG DAYS"" Events: ...",missing_event
37965,>>> One YEAR Later,4,DODGEBALL 4,"...e fell below 30, including a new low of 10 at DODGEBALL 45. - Kevin Adams would emerge as the next great captain's champion coming off his victory at DODGEBALL 48 against Sara DeCuir. ""THE DOG DAYS"" Events: DODGEBALL 50 to DODGEBALL 53 Dates: 8.4.06 - 8.26.06 The dodgeball world witnessed the biggest event in ...",missing_event
38849,>>> A YOUTHFUL Tryout,4,DODGEBALL 4,"...reaks an even 500 with a 1-1 record. - Only three women participated at DODGEBALL FIFTY-TWO. That is tied for the second lowest female turnout behind DODGEBALL 45, which only had two. - There were three players named ""Chris"" and actually not unsual, three named ""Kevin"" (Adams, Fitz, Megill). In all, there have...",missing_event
39263,>>> Mid-Season SLUMP,4,DODGEBALL 4,>>> Mid-Season SLUMP Did You Know? --> DODGEBALL TWENTY-SIX: 14 players ... DODGEBALL 36: 12 players ... DODGEBALL 45: 10 players It's the Mid-Season Slump! LVI Books - Attendance: 11 (Second lowest ever behind DODGEBALL 45) - Biggest Return: Jim Butler (Last played...,missing_event
39263,>>> Mid-Season SLUMP,4,DODGEBALL 4,...14 players ... DODGEBALL 36: 12 players ... DODGEBALL 45: 10 players It's the Mid-Season Slump! LVI Books - Attendance: 11 (Second lowest ever behind DODGEBALL 45) - Biggest Return: Jim Butler (Last played at D-DAY 5) - New Players: 0 - DODGEBALL LVI used the WHS Front courts for the first time since the massi...,missing_event
39263,>>> Mid-Season SLUMP,4,DODGEBALL 4,"...- Biggest Return: Jim Butler (Last played at D-DAY 5) - New Players: 0 - DODGEBALL LVI used the WHS Front courts for the first time since the massive DODGEBALL 41 back in late May. LVI was the 20th Front court event as well. - Due to the low attendance, Prison Ball returned with the surprising inclusion of gar...",missing_event
39263,>>> Mid-Season SLUMP,4,DODGEBALL 4,"...ans used for team regeneration. - Only two females participated at DODGEBALL LVI: Alison Bertsch and Lindsay Gough. This ties the record first set at DODGEBALL 45. - LVI debuted two new captains in Jim Butler and Lindsay Gough. - Though he was on the poster, Derek Carty did not attend DODGEBALL LVI. Butler vs....",missing_event
41180,>>> ROUND 2,4,DODGEBALL 4,...nquer another superstar. Other Opponents DODGEBALL 20; lost to Jim Martin DODGEBALL 30; lost to Kevin Megill DODGEBALL 35; defeated Kevin Fitzpatrick DODGEBALL 49; lost to Kevin Adams Fast Fact! Both Jim Martin and Kevin Megill remain undefeated captains to this very day. Kevin Adams is arguably the most domin...,missing_event
42446,>>> SUPERBOWL SATURDAY,4,DODGEBALL 4,"...high school students. - ~ - ~ - ~ - ~ - ~ - ~ - ~ - ~ - ~ - ~ - ~ - ~ - THE RECORDS > Attendance: 30 > Biggest Return: Mark Entwistle (Last played at DODGEBALL 41) > New Players: (7) Jesse Paxton, Brian Rorman, Jeff Semienski, Jack Gramlich, Michael Schuman, Stephan Whitacre, Kerrin Marchese. > Theme song: Sou...",missing_event
43535,>>> Fatal ATTRACTION,4,DODGEBALL 4,"...WAIT ... That's November 4th, 2005, better known as DODGEBALL XONE! The 62nd Records - Attendance: 5 The absolute lowest attendance ever, beating out DODGEBALL 45 which had 10. - New Players: 0 - DODGEBALL 62 did not feature any regular team vs. team games. - DODGEBALL 62 did not feature any rims, whether ""Hum...",missing_event
43535,>>> Fatal ATTRACTION,4,DODGEBALL 4,"...in Megill Memorial"", was held after the main match of DODGEBALL 39. - Four of the five players that participated at DODGEBALL 62 also participated at DODGEBALL 45, now the second lowest attendance ever: Kevin Fitzpatrick, Alison Bertsch, Diana DiBuccio, and John Tronolone. - For obvious reasons, DODGEBALL 62 h...",missing_event
44475,>>> Dodgeball SURVIVOR SERIES,4,DODGEBALL 4,...Joe McCormick (Last played at DODGEBALL 19) [one of the biggest returns ever] Gerald Lewis (Last played at DODGEBALL XXX4) Chris Daly (Last played at DODGEBALL 42) Joe Kelly (Last played at DODGEBALL 42) - DODGEBALL LX3 is perhaps viewed as the second event to include the likes of three official matches. The s...,missing_event
44475,>>> Dodgeball SURVIVOR SERIES,4,DODGEBALL 4,"...19) [one of the biggest returns ever] Gerald Lewis (Last played at DODGEBALL XXX4) Chris Daly (Last played at DODGEBALL 42) Joe Kelly (Last played at DODGEBALL 42) - DODGEBALL LX3 is perhaps viewed as the second event to include the likes of three official matches. The so-called ""US vs. THEM"", the 4-team tourn...",missing_event
44927,>>> INVASION: The Aftermath,4,DODGEBALL 4,...run: - defeated Sara DeCuir at DODGEBALL 38 - defeated Ryan Letsche at DODGEBALL 39 - defeated Travis Mills at DODGEBALL XL - defeated Derek Carty at DODGEBALL 41 Adams's historic run: - defeated Sara DeCuir at DODGEBALL 48 - defeated John Tronolone at DODGEBALL 49 - defeated both Tom Adams and Chris Adams at ...,missing_event
44927,>>> INVASION: The Aftermath,4,DODGEBALL 4,"...etsche at DODGEBALL 39 - defeated Travis Mills at DODGEBALL XL - defeated Derek Carty at DODGEBALL 41 Adams's historic run: - defeated Sara DeCuir at DODGEBALL 48 - defeated John Tronolone at DODGEBALL 49 - defeated both Tom Adams and Chris Adams at DODGEBALL 50, teaming up with brother Steve. - defeated Ryan ...",missing_event
44927,>>> INVASION: The Aftermath,4,DODGEBALL 4,"...ills at DODGEBALL XL - defeated Derek Carty at DODGEBALL 41 Adams's historic run: - defeated Sara DeCuir at DODGEBALL 48 - defeated John Tronolone at DODGEBALL 49 - defeated both Tom Adams and Chris Adams at DODGEBALL 50, teaming up with brother Steve. - defeated Ryan Letsche at DODGEBALL 51 --> Mike Edwards v...",missing_event
44927,>>> INVASION: The Aftermath,4,DODGEBALL 4,"... both Tom Adams and Chris Adams at DODGEBALL 50, teaming up with brother Steve. - defeated Ryan Letsche at DODGEBALL 51 --> Mike Edwards vs. (Anyone) DODGEBALL 47 was the beginning of the road for one Mike Edwards. Who could possibly make a good first opponent for the only ""L.A. Dodger"" Award winner? Finding s...",missing_event
45165,>>> The LAMPPOST,4,DODGEBALL 4,"...e highest percentage of female players at any event: 45% - ""Dark Dodgeball"", one of the lesser known game types, made its return for first time since DODGEBALL 41. The WHS lights went on and off several times during the night. As the story says, a single lamppost helped for the occasion. - DODGEBALL LXIV witne...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...on March 12, 2006, would indeed return to good ole ORP. The success of DODGEBALL 30 continued for the next few months, as DODGEBALL 35, DODGEBALL 38, DODGEBALL 42, DODGEBALL 43, and even DODGEBALL 50 would all take place from the sport's birthplace. Though it has been sometime since we've seen ORP, never say n...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...006, would indeed return to good ole ORP. The success of DODGEBALL 30 continued for the next few months, as DODGEBALL 35, DODGEBALL 38, DODGEBALL 42, DODGEBALL 43, and even DODGEBALL 50 would all take place from the sport's birthplace. Though it has been sometime since we've seen ORP, never say never as the #9...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...ther one of dodgeball's biggest mysteries. F*cked-up Fingers Burke, Spengeman, Sputz, DiBuccio. Four names, four fingers ... broken. It was in May at DODGEBALL 41 where the world witnessed the first of these incidents. In an attempt to catch a bulletball from Kevin Megill, the impactful shot Burke felt left hi...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...t was later revealed that Burke did more than just break his finger; ""... Dislocated it, broke it, tore all the ligaments, damaged the tendon."" Since DODGEBALL 41, players have been extremely careful when attempting to catch, especially after three more of the same incidents followed. - At DODGEBALL 43, Dan Sp...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...."" Since DODGEBALL 41, players have been extremely careful when attempting to catch, especially after three more of the same incidents followed. - At DODGEBALL 43, Dan Spengeman would be the next victim, an injury that required two reconstructive surgeries to his left pinky finger. - At DODGEBALL 49, Mike ""Spu...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...lowed. - At DODGEBALL 43, Dan Spengeman would be the next victim, an injury that required two reconstructive surgeries to his left pinky finger. - At DODGEBALL 49, Mike ""Sputz"" took a bulletball shot when he and Tom Adams were practicing on the sidelines. ""Sputz"" somehow continued through the night much to his...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...straight match at DODGEBALL XL, Kelly officially became the first Captains Champion, taking on all comers who stepped in his way. At a record-setting DODGEBALL 41, Kelly would earn an unprecedented 4th win in a row, defeating Derek Carty by the slimmest of margins. Though Joe came up short in his fifth attempt...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...p short in his fifth attempt the following week, it wasn’t hard to see the enormous change in dodgeball. List of Champions: Joe Kelly (DODGEBALL 38 – DODGEBALL 42) Lenny Herrera (DODGEBALL 42 – DODGEBALL XLIV) Wesley Hebrew (DODGEBALL XLIV – DODGEBALL 45) Diana DiBuccio (DODGEBALL 45 – DODGEBALL 46) Sara DeCui...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...the following week, it wasn’t hard to see the enormous change in dodgeball. List of Champions: Joe Kelly (DODGEBALL 38 – DODGEBALL 42) Lenny Herrera (DODGEBALL 42 – DODGEBALL XLIV) Wesley Hebrew (DODGEBALL XLIV – DODGEBALL 45) Diana DiBuccio (DODGEBALL 45 – DODGEBALL 46) Sara DeCuir (DODGEBALL 46 – DODGEBALL 4...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...n dodgeball. List of Champions: Joe Kelly (DODGEBALL 38 – DODGEBALL 42) Lenny Herrera (DODGEBALL 42 – DODGEBALL XLIV) Wesley Hebrew (DODGEBALL XLIV – DODGEBALL 45) Diana DiBuccio (DODGEBALL 45 – DODGEBALL 46) Sara DeCuir (DODGEBALL 46 – DODGEBALL 48) ... It was perhaps the most competitive atmosphere ever, as ...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...: Joe Kelly (DODGEBALL 38 – DODGEBALL 42) Lenny Herrera (DODGEBALL 42 – DODGEBALL XLIV) Wesley Hebrew (DODGEBALL XLIV – DODGEBALL 45) Diana DiBuccio (DODGEBALL 45 – DODGEBALL 46) Sara DeCuir (DODGEBALL 46 – DODGEBALL 48) ... It was perhaps the most competitive atmosphere ever, as names like Derek Carty, Steve ...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...DGEBALL 38 – DODGEBALL 42) Lenny Herrera (DODGEBALL 42 – DODGEBALL XLIV) Wesley Hebrew (DODGEBALL XLIV – DODGEBALL 45) Diana DiBuccio (DODGEBALL 45 – DODGEBALL 46) Sara DeCuir (DODGEBALL 46 – DODGEBALL 48) ... It was perhaps the most competitive atmosphere ever, as names like Derek Carty, Steve Adams, and John...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...Lenny Herrera (DODGEBALL 42 – DODGEBALL XLIV) Wesley Hebrew (DODGEBALL XLIV – DODGEBALL 45) Diana DiBuccio (DODGEBALL 45 – DODGEBALL 46) Sara DeCuir (DODGEBALL 46 – DODGEBALL 48) ... It was perhaps the most competitive atmosphere ever, as names like Derek Carty, Steve Adams, and John Tronolone all wanted a cra...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...DODGEBALL 42 – DODGEBALL XLIV) Wesley Hebrew (DODGEBALL XLIV – DODGEBALL 45) Diana DiBuccio (DODGEBALL 45 – DODGEBALL 46) Sara DeCuir (DODGEBALL 46 – DODGEBALL 48) ... It was perhaps the most competitive atmosphere ever, as names like Derek Carty, Steve Adams, and John Tronolone all wanted a crack at the title...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"... all wanted a crack at the title. Heading into DODGEBALL 50, one man stood alone, dominating the dodgeball scene for weeks. After winning the gold at DODGEBALL 48, one Kevin Adams secured his name as the final captains champion, defeating contenders John Tronolone (49), Chris and Tom Adams (50), and Ryan Letsc...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"... the “Top Ten” list. The Populous Wars , viewed as the second of two peaks in dodgeball’s run, shook the very foundations of the sport. DODGEBALL XL, DODGEBALL 41, and DODGEBALL 42 installed new ideas, witnessed horrific occurrences, and broke records like never before. An unbelievable 36 people attended the f...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...t. The Populous Wars , viewed as the second of two peaks in dodgeball’s run, shook the very foundations of the sport. DODGEBALL XL, DODGEBALL 41, and DODGEBALL 42 installed new ideas, witnessed horrific occurrences, and broke records like never before. An unbelievable 36 people attended the finale event in Sea...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...tting the rim, or (B) eliminate at least one opponent in order to restart the timer. If neither was accomplished by three minutes, the game was lost. DODGEBALL 41 was just as significant as its predecessor, if not more. Since DODGEBALL XTWO in early November 2005, no event was able to break the attendance reco...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...ng weather and saw the returns of past players from college. After 203 days at the top, XTWO was finally defeated as an astounding 47 people attended DODGEBALL 41. Other shattered records included 15 new players and 13 female competitors. And don’t forget, this event sadly included the finger-breaking of one C...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"... looking for his unbelievable 5th straight win as captain. But he left a defeated man as new champion, Lenny Herrera, took seat to the thrown. Though DODGEBALL 42 signaled the end of Joe Kelly’s monumental streak, it was also famous for another reason. DODGEBALL 42, in short, was nicknamed ""Veteran’s Day"" as 3...",missing_event
49049,>>> BEST of 2006,4,DODGEBALL 4,"...Lenny Herrera, took seat to the thrown. Though DODGEBALL 42 signaled the end of Joe Kelly’s monumental streak, it was also famous for another reason. DODGEBALL 42, in short, was nicknamed ""Veteran’s Day"" as 32 people participated, not one of them a new star. Not JUST a Game The title says it all; this is more ...",missing_event
49049,>>> BEST of 2006,4,#4,"...nature reached new heights. Beginning with Joe and ending with Kevin, all events in between were as violent and ruthless as can be. The Populous Wars #4 on the countdown should come as no surprise, seeing how many of the incidents that transpired already appear on the “Top Ten” list. The Populous Wars...",missing_event
49174,>>> New Year's REVOLUTION,4,DODGEBALL 4,"...LL 71 reached the 4th highest attendance of all-time (following 50, 41, and XTWO). - This event also reached the 2nd highest newblood count following DODGEBALL 41 with 15. - For the first time in 7 weeks, there was no Prison Ball . - Though DODGEBALL 71 took place the first week in January, it was about 55 deg...",missing_event
49876,>>> SLIP-SLIDE Ride,4,DODGEBALL 4,"...e this game. DODGEBALL 72 Records > Attendance: 22 > Biggest Returns: Kristen Driscoll (Last appearance at DODGEBALL 23) Guy Ritt (Last appearance at DODGEBALL 43) > New Players: (3) Andrew Cangiano, Jason Levy, Pam ""D'"" - Wet War XIII , the first WW in 4 and 1/2 months. - Prison Ball began by Game 4. - Alison...",missing_event
50423,>>> Frostbite FURY,4,DODGEBALL 4,"...igh School DODGEBALL 77 Saturday, 02 . 24 . 07 6:30pm at Wall High School ________________________________________ __________ Rare pictures released! DODGEBALL 42, Diana's Dodgeball Dinner from last February, and more! Check them out at http://community.webshots.com/user/eastcoastdodgeball !!",missing_event
54232,>>> When the YOUNG Stay YOUNG,4,DODGEBALL 4,"...ccasion, Chris was given full booking power over the event; choosing captains, gametype, and stipulations. - This was the first afternoon event since DODGEBALL 43 in mid-June 2006. - DODGEBALL 79 witnessed the debut of ""Box Ball Dodgeball"". Two full tennis courts were needed, with fire from the right and left ...",missing_event
54418,>>> POWER Preview,4,DODGEBALL 4,"...sappoint. EDWARDS For 21 year-old Mike Edwards, dodgeball has been nothing short of a success for the high-flyin' dodger. Beginning with his debut at DODGEBALL 47, heads turned and ears opened as perhaps the newest main-eventer had arrived. Week after week and month after month, his career has only gotten bett...",missing_event
55446,>>> Who's Getting PIED?,4,DODGEBALL 4,"...he now-defunct Captains Championship was on a tear, defeating superstar after superstar, anxiously awaiting the next challenger. At the conclusion of DODGEBALL 41, one Lenny Herrera respectfully challenged the ""King of Captains"" to a title match at DODGEBALL 42, a wish that Kelly granted. After all was said an...",missing_event
55446,>>> Who's Getting PIED?,4,DODGEBALL 4,"...awaiting the next challenger. At the conclusion of DODGEBALL 41, one Lenny Herrera respectfully challenged the ""King of Captains"" to a title match at DODGEBALL 42, a wish that Kelly granted. After all was said and done, DODGEBALL 42 belonged to the young prodigy Herrera doing what no man, before or after, had ...",missing_event
55446,>>> Who's Getting PIED?,4,DODGEBALL 4,"...enny Herrera respectfully challenged the ""King of Captains"" to a title match at DODGEBALL 42, a wish that Kelly granted. After all was said and done, DODGEBALL 42 belonged to the young prodigy Herrera doing what no man, before or after, had ever done; defeat the iconic Joe Kelly. Lenny had dethroned the ""King ...",missing_event
55446,>>> Who's Getting PIED?,4,DODGEBALL 4,"...d to take a brief sabbatical, absent from events 41 to XLIV. Set to return at what would arguably be the most exciting and thrilling Wet War to date, DODGEBALL 45, Kevin reserved the #1 Contender's spot at the event, hoping and praying Herrera would remain the champ. But fate reared its head as a returning Wes...",missing_event
55446,>>> Who's Getting PIED?,4,DODGEBALL 4,"...sley Hebrew took the prized title from Lenny at XLIV, one week shy of Kevin's return. Upon hearing the news, Adams backed out of his reserved slot at DODGEBALL 45 and his match with Herrera never took place. Exactly 9 months to the date of DODGEBALL 45, both men finally get the opportunity to settle their diff...",missing_event
55446,>>> Who's Getting PIED?,4,DODGEBALL 4,"... hearing the news, Adams backed out of his reserved slot at DODGEBALL 45 and his match with Herrera never took place. Exactly 9 months to the date of DODGEBALL 45, both men finally get the opportunity to settle their differences. Their partners are just as ready. TRONOLONE / WINSTON Eight years in the making ....",missing_event
57930,>>> GODSMACKed,4,DODGEBALL 4,"...p the games fresh, and the players on their toes."" - MIKE BUTLER BIRTHDAY RECORDS > Attendance: 25 > Biggest Return: Travis Mills (Last appearance at DODGEBALL 41) > New Players: (1) Robert Pellecchia - Because of the first-ever double birthday celebration, Lenny Herrera and Mike ""Sputz"" Krott called all the s...",missing_event
59159,>>> Eve of DESTRUCTION,4,DODGEBALL 4,"...Records > Attendance: 32 > Biggest Return: Justin Godynick (Last appearance at DODGEBALL XLIV) > Other Notable Returns: Dan Karen (Last appearance at DODGEBALL 48); Liz & Kathryn Nogueira (Last appearance at DODGEBALL LXIV); Derek Carty (Last appearance at DODGEBALL 68) > New Players: (4) Stephanie Gobbo, Jill...",missing_event
60201,>>> Out of RETIREMENT,4,DODGEBALL 4,"...own with questions having remained unanswered. What ever happened to the dodging and blocking extraordinaire? Since his horrendous finger incident at DODGEBALL 43 last June, few have seen or even heard from the legendary figure. Sure he's made an appearance from time to time, but he never got back into the swi...",missing_event
64201,>>> SECOND is the BEST,4,DODGEBALL 4,"... ""four""-event Sascha was a team captain. Sascha's record is 2-1-1 while Ray stands at 1-2-2. - DODGEBALL NINETY 4 fell on the one year anniversary of DODGEBALL 46. ________________________________________ ________ DODGEBALL 95 MEGILL v. EDWARDS 2 The mid-season main event! DODGEBALL 80 opponents collide once a...",missing_event
64532,>>> UNFORGIVEN,4,DODGEBALL 4,"...ble Return: Kristen Driscoll (Last appearance at DODGEBALL 85) > New Players: (1) Rob Nieratko - DODGEBALL 95 was held on the one year anniversary of DODGEBALL 47. - The Letsche Rims served as team regenerators for the sixth straight week. - Every victory was won on the ""east side"", with only four games comple...",missing_event
67846,>>> And Then There Was ONE ... HUNDRED,4,DODGEBALL 4,"...olone. DODGEBALL 100 established a brand new attendance record for any event with an astounding 52 participants. The previous record was held at both DODGEBALL 41 and DODGEBALL 50, each with 47. There were 41 male participants [ New Record! ] and 11 female participants. DODGEBALL 100 welcomed three new stars i...",missing_event
67846,>>> And Then There Was ONE ... HUNDRED,4,DODGEBALL 4,"...Chevelle's ""Saturdays"", and ""Paradise City"" by Guns N' Roses. Not surprisingly, there were several notable returns: -- Kyle Carty (Last appearance at DODGEBALL 47) -- Brent Bitsko (Last appearance at DODGEBALL LVII) -- Joe McCormick (Last appearance at DODGEBALL LX3) -- Michael Schuman (Last appearance at DODG...",missing_event
72142,">>> ""ALL"" OR NOTHING",4,"Dodgeball
4","... by a single vote, the world will experience BoxBall Dodgeball for just the second time in the history of the game. Voting Percentages: 44% ~ BoxBall Dodgeball 40% ~ Four Team Tournament 16% ~ Classic Two Team Match-Up RECORDS of CVII > Attendance: 24 > Notable Returns: Michelle Mullins (Last appearance at DOD...",missing_event
91592,"""NON-STOP DODGEBALL!""",4,DODGEBALL 4,...hary Bergquist broke the record for the youngest player in history at just 8 months old. The previous record was that of 3 year-old Gavin Moralski at DODGEBALL 48 nearly two years prior. DODGEBALL 150 on August 9! The world finally knows what awaits in less than one month time! Six of the absolute best the gam...,missing_event
10078,>>> Still ALIVE,5,#5,...ich possible promotional poster becomes the official DODGEBALL 17 poster ... ***Please email your votes to Undertaker13yrs@aol.com*** #1. #2. #3. #4. #5. #6. #7. #8.,missing_event
103856,"Somewhere, A Clock Is TICKING",5,DODGEBALL 5,"...DeCuir to be crowned the 6th Captains Champion . In his first title defense, the young lad had to overcome one of the ""Big 3"" if he truly yearned the DODGEBALL 50 captains position. On July 22, the runt of the Adams clan conquered the near-impossible sending an obsessive Tronolone packing, retaining his covete...",missing_event
104181,ONCE,5,DODGEBALL 5,"... separate occasions and each time, he was triumphant. This life-or-death stipulation may fuel his army's will to win. DODGEBALL 30 .. DODGEBALL 49 .. DODGEBALL 50 .. DODGEBALL 79 .. DODGEBALL LXXXI .. DODGEBALL 100 .. DODGEBALL C30 .. DODGEBALL 166 ________________________________________ _____________________...",missing_event
104745,FIVE YEARS In The Making,5,DODGEBALL 5,"FIVE YEARS In The Making DODGEBALL 20. DODGEBALL 50. DODGEBALL 100. DODGEBALL 150. 1st, 2nd, 3rd, and 4th Anniversaries. Maybe the biggest one of them all remains. On September 11, 2010 , EastCoastDod...",missing_event
10499,>>> Your OFFICIAL Poster,5,#5,..... 9% (Design by Kathleen Reinhard) #1 ... 9% (Design by Diana DiBuccio) #2 ... 5% (Design by Kathleen Reinhard) #8 ... 3% (Design by Diana DiBuccio) #5 ... 0% (Design by Diana DiBuccio) ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ The poster has been decided ... all that is left is the event itself ... Who's ready fo...,missing_event
105242,"HERE, NOW, FOREVER",5,DODGEBALL 5,"... men and 10 women. This was the 6th largest attendance in ECD history. Notable events with greater turnouts include DODGEBALL 100, DODGEBALL 150, and DODGEBALL 50. New Dodgeballers : (11) Andrew Capaci, Angelique Ramos, Brian Carlsen, Brittney Ramos, Chris Pedraza, Dan Farnkopf, Dave D'Agostino, Gerard Dunn, K...",missing_event
110956,The INTERGALACTIC CIVIL WAR,5,DODGEBALL 5,"...ast Coast Dodgeball Facebook page ► Previous 3-vs-3 matches .. DODGEBALL 100 , DODGEBALL CXV , DODGEBALL 150 , DIVORCE COURT ► Major August events .. DODGEBALL 50 , DODGEBALL 100, DODGEBALL 150, DODGEBALL 151 , IMMACULATE REDEMPTION ________________________________________ ______________________",missing_event
110956,The INTERGALACTIC CIVIL WAR,5,dodgeball v,"...d the fairness of the teams as a reason for the event's success. Opposing team general Michael Edwards also rated the event a perfect 10. ""All of the dodgeball veterans produced some incredible competition; it was almost inevitable the two sides would end in a tie."" Top selection Zach Katz rated the event 8 ou...",missing_event
112095,The VIKING WARRIOR,5,DODGEBALL V,"...ble spectators included Katie Grand, Logan Teiltelbaum, and Lexi D'Luhy. WARRIORS took place on the six year anniversary of the first-ever ""Wet War"", DODGEBALL VII. The memorable 2005 event also comprised a turnout of 15. NEXT EVENT Billed as ""2011's Finale Event"", East Coast Dodgeball proudly presents FINAL D...",missing_event
115456,High Above These HEAVENS,5,DODGEBALL 5,"...total of 497 different people have competed throughout the legendary Tronolone Years . August 4 became the first date to host three ECD spectaculars: DODGEBALL 50 (2006), DODGEBALL NINETY-NINE (2007), and now CLASH OF THE TITANS (2012). Captains’ Statistics The K. Adams-Fitzpatrick bout witnessed Adams capture...",missing_event
116306,Seven WONDERS of OUR WORLD,5,DODGEBALL 5,"...day . What.. a.. night! SIX ▬ FAMILY AFFAIR III (173) | 07.24.2010 The rebirth of the Tronolone Years brought the band back together forever. SEVEN ▬ DODGEBALL 50 | 08.04.2006 The number says it all, as does the insane, 47-person waterballoon fight! Undoubtedly the toughest list to formulate, pay your respects...",missing_event
116306,Seven WONDERS of OUR WORLD,5,DODGEBALL V,"...5 - 4 Nicknamed ""The War To Settle The Scores"", 2007's most bitter rivals collided one last time in this do-or-die confrontation. Honorable Mention → DODGEBALL VII (V. Winston v. Freda) → DODGEBALL 15 (T. Adams v. Gassner) → DODGEBALL 105 (C. Adams v. Fitzpatrick II) → DODGEBALL 95 (Megill v. Edwards II) The E...",missing_event
116306,Seven WONDERS of OUR WORLD,5,DODGEBALL V,"... Completely Iced-Over ..."" | 01.16.2006 Mother Nature was hell-bent on ceasing the weekly dodgeball tradition during this crazy winter season. FIVE ▬ DODGEBALL VII | ""A Huge Blue Light Filled The Sky ..."" | 10.08.2005 The inaugural, unforgettable ""Wet War"" and the mystery that surrounded it! SIX ▬ DODGEBALL 41...",missing_event
13346,>>> The WAITING ROOM,5,DODGEBALL V,"...re only a fraction of the responses: > What was your favorite dodgeball event? ""The 'Double Header' (XONE and XTWO) in November."" - KRISTIN DRISCOLL ""DODGEBALL VII when it first rained. That was awesome; pure fun."" - CHRIS ADAMS ""My favorite was DODGEBALL X. The ceremony was awesome, the weather was pretty opt...",missing_event
13661,>>> The WAITING ROOM: Part II,5,DODGEBALL V,"...ng Kristin in the ovaries."" (DODGEBALL 15) - SARA DECUIR > What was your favorite dodgeball event? ""The first dodgeball when it poured like a MFer."" (DODGEBALL VII) - JUSTIN PIERCE ""XONE."" - JOHN WATTERS ""I'd like to say DODGEBALL 18 or 19."" - LENNY HERERA ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ KJohn's dodgeball addres...",missing_event
